class,cap-shape,cap-surface,cap-color,bruises,odor,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,f,y,3,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,f,4,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,f,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,f,y,4,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,f,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,f,3,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,f,f,2,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,x,f,8,0,n,t,3,2,0,7,7,p,2,1,0,3,s,g
e,f,y,3,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,f,s,3,0,n,t,3,0,0,7,7,p,2,1,0,3,s,g
e,f,f,4,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
p,f,y,8,1,p,e,3,2,2,7,7,p,2,1,4,3,s,u
e,x,y,3,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,3,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,f,s,8,0,n,t,3,2,2,7,7,p,2,1,0,3,a,g
e,x,y,4,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,f,4,1,n,t,1,2,2,6,7,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,x,f,4,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
p,f,s,8,1,p,e,3,2,2,7,7,p,2,1,4,3,v,u
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,f,s,8,0,n,t,3,2,2,7,7,p,2,1,0,2,s,g
e,x,s,3,0,n,t,3,2,0,7,7,p,2,1,0,3,s,g
e,x,f,3,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,x,f,4,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
p,x,f,3,0,f,e,1,1,1,4,4,p,2,1,2,1,y,d
e,x,y,2,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,f,4,0,n,t,3,2,2,7,7,p,2,1,0,2,a,g
p,x,s,8,1,p,e,3,2,2,7,7,p,2,1,4,3,v,g
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,f,f,3,1,n,t,1,2,2,3,6,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
p,x,s,8,1,p,e,3,2,2,7,7,p,2,1,4,2,v,g
e,f,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,f,y,2,1,n,t,1,2,2,7,6,p,2,1,4,2,v,d
e,f,y,3,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,f,f,3,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,3,6,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,f,4,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,4,1,n,t,1,2,2,3,7,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,f,f,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
p,x,s,5,0,c,e,1,2,2,7,7,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,x,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,f,f,2,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,f,f,3,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,f,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,f,y,2,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,6,7,p,2,1,4,2,y,d
p,x,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
e,x,y,4,1,n,t,1,2,2,7,6,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,3,6,p,2,1,4,3,y,d
e,x,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,f,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,f,f,3,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,f,3,0,n,t,3,2,0,7,7,p,2,1,0,3,a,g
e,x,y,3,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,7,7,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,7,6,p,2,1,4,2,v,d
e,f,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,3,6,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,f,f,3,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
p,f,y,4,1,p,e,3,2,2,7,7,p,2,1,4,2,s,u
e,x,s,3,0,n,t,3,0,2,7,7,p,2,1,0,3,s,g
e,x,f,3,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
p,x,s,5,0,c,e,1,2,2,7,7,p,2,1,4,3,s,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,s,8,0,n,t,3,2,2,7,7,p,2,1,0,3,s,g
e,f,f,3,1,n,t,1,2,2,3,6,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,3,6,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
p,f,y,8,1,p,e,3,2,2,7,7,p,2,1,4,3,v,u
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,f,s,8,0,n,t,3,0,0,7,7,p,2,1,0,2,s,g
e,x,f,4,0,n,t,3,0,2,7,7,p,2,1,0,3,a,g
e,x,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,f,f,2,1,n,t,1,2,2,7,6,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
p,x,s,8,0,c,e,1,2,2,7,7,p,2,1,4,3,s,d
e,f,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,f,f,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,f,s,8,0,n,t,3,0,2,7,7,p,2,1,0,3,s,g
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,3,7,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,3,y,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,7,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
p,x,f,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,p
e,f,f,3,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
p,x,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
e,x,y,2,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,2,v,d
p,x,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,d
p,x,f,5,0,c,e,1,2,2,7,7,p,2,1,4,3,s,d
e,x,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,f,f,3,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,7,6,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,f,f,3,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,7,6,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,x,f,4,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,f,f,3,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
p,x,f,8,0,c,e,1,2,2,7,7,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,f,f,3,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
p,x,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
e,x,y,2,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,f,f,3,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,f,y,2,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
p,x,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
e,x,y,4,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,y,4,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,y,4,1,n,t,1,2,2,7,3,p,2,1,4,2,y,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,f,f,2,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,6,6,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
p,x,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,v,p
e,x,f,3,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,f,f,3,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,6,7,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,3,7,p,2,1,4,3,v,d
p,x,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
e,x,f,2,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,2,y,d
e,f,y,3,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,f,f,3,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,7,6,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,x,y,3,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,x,f,4,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
e,x,y,2,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,f,f,4,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
e,f,f,4,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,f,3,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,7,7,p,2,1,4,3,v,d
p,x,f,3,0,c,e,1,2,2,7,7,p,2,1,4,3,v,d
e,f,f,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
e,x,f,4,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,f,s,4,0,n,t,3,2,0,7,7,p,2,1,0,2,a,g
e,f,f,4,1,n,t,1,2,2,3,7,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,f,y,3,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,7,7,p,2,1,4,3,v,d
e,f,y,2,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,3,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,f,f,3,1,n,t,1,2,2,6,3,p,2,1,4,3,v,d
e,x,y,4,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
e,x,y,2,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,f,y,4,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,7,p,2,1,4,3,y,d
e,f,f,3,1,n,t,1,2,2,3,6,p,2,1,4,2,y,d
e,f,f,8,0,n,t,3,2,0,7,7,p,2,1,0,2,s,g
e,x,y,4,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,x,f,3,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,f,y,2,1,n,t,1,2,2,6,3,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,x,y,4,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,f,y,4,1,n,t,1,2,2,6,7,p,2,1,4,2,y,d
e,x,y,3,1,n,t,1,2,2,6,3,p,2,1,4,2,v,d
e,f,f,4,1,n,t,1,2,2,7,7,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
e,x,y,2,1,n,t,1,2,2,3,3,p,2,1,4,2,v,d
e,x,y,2,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,f,2,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
e,x,f,2,1,n,t,1,2,2,3,7,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,f,f,4,1,n,t,1,2,2,3,6,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
e,x,f,3,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
e,x,y,3,1,n,t,1,2,2,6,3,p,2,1,4,2,y,d
e,x,y,4,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
e,x,f,2,1,n,t,1,2,2,3,3,p,2,1,4,2,y,d
e,x,f,2,1,n,t,1,2,2,3,3,p,2,1,4,3,y,d
e,x,f,3,1,n,t,1,2,2,3,6,p,2,1,4,3,y,d
